0;1684979285,2846029;0,006958961486816406;1684979285,2946017
0;1684979286,2866929;0,005997896194458008;1684979286,2963307
0;1684979287,2997863;0,006002902984619141;1684979287,3087873
0;1684979288,3077133;0,006997823715209961;1684979288,3206475
0;1684979289,3089743;0,004998207092285156;1684979289,3199966
0;1684979290,324877;0,005998134613037109;1684979290,3338864
0;1684979291,3387864;0,006003379821777344;1684979291,3474152
0;1684979292,3523564;0,005994319915771484;1684979292,36238
0;1684979293,3675003;0,005995750427246094;1684979293,3761706
0;1684979294,3828945;0,0060176849365234375;1684979294,3909142
0;1684979295,3980038;0,0029954910278320312;1684979295,4036908
0;1684979296,4111865;0,0029845237731933594;1684979296,418163
0;1684979297,415636;0,0010035037994384766;1684979297,4216304
0;1684979298,4243877;0,001997232437133789;1684979298,4293714
0;1684979299,440146;0,002001047134399414;1684979299,4461672
0;1684979300,4546406;0,001989126205444336;1684979300,458603
0;1684979301,4568138;0,002005338668823242;1684979301,4618163
0;1684979302,4729905;0,001993894577026367;1684979302,4769995
0;1684979303,4763281;0,0019958019256591797;1684979303,4819274
0;1684979304,4870293;0,0020012855529785156;1684979304,4920313
0;1684979305,5034263;0,002000093460083008;1684979305,5080693
0;1684979306,5177011;0,0019986629486083984;1684979306,5226998
0;1684979307,5189688;0,002001047134399414;1684979307,5229735
0;1684979308,5328026;0,002002239227294922;1684979308,5367734
0;1684979309,5472891;0,002003908157348633;1684979309,5532608
0;1684979310,549912;0,002004384994506836;1684979310,5549119
0;1684979311,5539947;0,001985788345336914;1684979311,558998
0;1684979312,5576663;0,0020034313201904297;1684979312,5616722
0;1684979313,5715475;0,002007722854614258;1684979313,5765514
0;1684979314,5747488;0,001997709274291992;1684979314,5787554
0;1684979315,5863159;0,002996206283569336;1684979315,5932722
0;1684979316,6016552;0,0020003318786621094;1684979316,6056612
0;1684979317,615807;0,0019953250885009766;1684979317,6208062
0;1684979318,627839;0,001981973648071289;1684979318,6331189
0;1684979319,6289232;0,0010349750518798828;1684979319,6336665
0;1684979320,6408088;0,001636505126953125;1684979320,646052
0;1684979321,6557918;0,0011608600616455078;1684979321,6603475
0;1684979322,657627;0,001711130142211914;1684979322,6626716
0;1684979323,6714637;0,0020160675048828125;1684979323,6762364
0;1684979324,6747234;0,0021038055419921875;1684979324,6800773
0;1684979325,689832;0,0020058155059814453;1684979325,6948388
0;1684979326,7055664;0,002001047134399414;1684979326,7102146
0;1684979327,7193117;0,002007007598876953;1684979327,7249668
0;1684979328,7213545;0,0020093917846679688;1684979328,7263443
0;1684979329,7363122;0,0026907920837402344;1684979329,7410173
0;1684979330,736955;0,0009629726409912109;1684979330,741804
0;1684979331,7494192;0,001991748809814453;1684979331,7544215
0;1684979332,7640283;0,002001523971557617;1684979332,7680326
0;1684979333,7651443;0,001996755599975586;1684979333,7701461
0;1684979334,766594;0,0020017623901367188;1684979334,7706063
0;1684979335,7789302;0,0009982585906982422;1684979335,7839317
