0,2881798744
0,01871013641
0,006629943848
0,005000114441
0,01998996735
0,004999876022
0,006000041962
0,003999948502
0,003020048141
0,003020048141
1,020269871
0,06756019592
0,001989841461
0,001989841461
0,05878996849
0,003989934921
0,006999969482
0,05478000641
0,03287005424
0,0169198513
0,9053800106
0,09577012062
0,0009999275208
0,0009999275208
0,05968999863
0,001009941101
0,003999948502
0
0,02025008202
0,02000999451
0,8360300064
0,1053898335
0,000990152359
0,000990152359
0,06886005402
0,01407003403
0,004629850388
0,004830121994
0,01947999001
0,009259939194
0,8293700218
0,09372997284
0
0,0009999275208
0,06119990349
0,03517007828
0,00297999382
0,001970052719
0,03326010704
0,0005099773407
0,8184099197
0,09393000603
0,00200009346
0,001999855042
0,05460000038
0,05371022224
0,008009910583
0,008790016174
0,05061006546
0,04299020767
0,816270113
0,08914995193
0,0009999275208
0,006010055542
0,039260149
0,06361985207
0,01912999153
0,0005898475647
0,04356980324
0,003000020981
0,7679200172
0,100039959
0,007000207901
0,009729862213
0,03095006943
0,05642986298
0,02363014221
0,001009941101
0,04704999924
0,003000020981
0,7651600838
0,09992003441
0
0,01934981346
0,03159999847
0,09745001793
0,00398015976
0,0009999275208
0,0450398922
0
0,7356100082
0,09359002113
0,02267003059
0,01887011528
0,03153991699
0,1410501003
0,0009899139404
0,004559993744
0,01605010033
0,002989768982
0,7084200382
0,0951499939
0,02242016792
0,02385997772
0,01970005035
0,1863398552
0,01700997353
0,008130073547
0,008739948273
0,01887989044
0,6728198528
0,1056101322
0,01995992661
0,01712012291
0,03362989426
0,2135000229
0,01600003242
0,01566982269
0,005860090256
0,02552008629
0,6260800362
0,1108100414
0,02915000916
0,02022004128
0,03125
0,2172598839
0,001000165939
0,02076983452
0,01813006401
0,01739001274
0,5669600964
0,1108999252
0,03029990196
0,02155017853
0,06856989861
0,2285199165
0,02745008469
0,01008009911
0,0266699791
0,003999948502
0,5558300018
0,1077098846
0,03384017944
0,03086996078
0,07805991173
0,2158899307
0,04176998138
0,0009899139404
0,0396900177
0,004009962082
0,4787499905
0,1083300114
0,03455996513
0,03273010254
0,1078600883
0,2041199207
0,03982996941
0
0,03595995903
0,009020090103
0,462679863
0,1091401577
0,03479003906
0,03108978271
0,1443200111
0,1636002064
0,05365991592
0
0,03395986557
0,01561999321
0,443500042
0,1087901592
0,05039000511
0,03083992004
0,162610054
0,128360033
0,06888985634
0,0009999275208
0,03260016441
0,01385998726
0,4407298565
0,1108500957
0,04914999008
0,05762004852
0,1567099094
0,09636998177
0,08050012589
0,001999855042
0,03109002113
0,01877999306
0,4280500412
0,1222600937
0,05227994919
0,04766988754
0,2018201351
0,04750990868
0,07715010643
0,01907992363
0,01496005058
0,02948999405
0,4208199978
0,1413400173
0,03485989571
0,04631018639
0,1975398064
0,04732012749
0,07772994041
0,02075004578
0,01636004448
0,02920985222
0,4166400433
0,1599800587
0,0316400528
0,04377985001
0,1868100166
0,04780006409
0,1053600311
0,01954984665
0,01421022415
0,0157699585
0,4207499027
0,1423900127
0,03345990181
0,04868006706
0,1848499775
0,04604005814
0,1443500519
0,02270007133
0,01181983948
0,009510040283
0,4297800064
0,1171500683
0,03093004227
0,1429998875
0,09747004509
0,04330015182
0,2073597908
0
0,02012014389
0,02611994743
0,4336998463
0,08299994469
0,03321003914
0,1522099972
0,09775996208
0,03370022774
0,2312197685
0,00200009346
0,003000020981
0,02102994919
0,3744699955
0,07880997658
0,03253006935
0,154540062
0,109760046
0,03389978409
0,2760100365
0,008949995041
0,01011013985
0,01706004143
0,3689899445
0,05692005157
0,03026008606
0,155589819
0,1091601849
0,03367996216
0,2802000046
0,02435994148
0,002019882202
0,01612019539
0,3278999329
0,05312991142
0,03532004356
0,149600029
0,1210999489
0,02640008926
0,2922298908
0,02602005005
0
0,01206994057
0,3353199959
0,03132009506
0,04836988449
0,1374800205
0,1502301693
0,0152900219
0,2869699001
0,02581000328
0,00199007988
0,01120996475
0,3360500336
0,01739001274
0,06184983253
0,1477999687
0,1590201855
0,01114988327
0,2593400478
0,03732991219
0,00101017952
0,01705980301
0,3215901852
0,02495980263
0,05683016777
0,1480998993
0,1951100826
0,002990007401
0,2283599377
0,05216002464
0
0,02014994621
0,3093299866
0,03512001038
0,04330015182
0,1524498463
0,2224700451
0,003000020981
0,1906399727
0,06938004494
0,001000165939
