 1684977365,5591552;0,007224321365356445;1684977365,5705078
 1684977369,710261;0,0009679794311523438;1684977369,715274
 1684977370,750844;0,0019674301147460938;1684977370,7568462
 1684977372,8362474;0,001992464065551758;1684977372,8432496
 1684977373,8782525;0,0019969940185546875;1684977373,8822558
 1684977385,3434386;0,0009975433349609375;1684977385,3484247
 1684977387,4454618;0,001997709274291992;1684977387,4664605
 1684977392,635856;0,001001596450805664;1684977392,6408527
 1684977393,670759;0,0020051002502441406;1684977393,6757615
 1684977395,759815;0,0030012130737304688;1684977395,766825
 1684977397,8584843;0,0019998550415039062;1684977397,864483
 1684977400,9626224;0,00301361083984375;1684977400,9696248
 1684977402,0112457;0,001997232437133789;1684977402,0192518
 1684977405,1579945;0,00099945068359375;1684977405,1630225
 1684977406,199077;0,0019998550415039062;1684977406,2070723
 1684977411,4239845;0,0009870529174804688;1684977411,4289854
 1684977415,5806057;0,0009677410125732422;1684977415,5856092
 1684977419,74579;0,002004861831665039;1684977419,7507896
 1684977427,0309844;0,0009961128234863281;1684977427,0359797
 1684977430,1488996;0,0009980201721191406;1684977430,1539018
 1684977431,1839545;0,001003265380859375;1684977431,1889527
 1684977440,5885901;0,0010020732879638672;1684977440,5935977
 1684977443,7413547;0,0019943714141845703;1684977443,7483816
 1684977444,7818913;0,002000570297241211;1684977444,7888913
 1684977446,8708193;0,002009868621826172;1684977446,8768249
 1684977448,9442832;0,002012491226196289;1684977448,9972346
 1684977453,1674817;0,001661539077758789;1684977453,1734064
 1684977457,3004973;0,0019919872283935547;1684977457,3064823
 1684977458,3397388;0,0020046234130859375;1684977458,3447447
 1684977467,7269306;0,002021312713623047;1684977467,732042
